Keyword,Tweet Text,Translated Text
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Jordan_300000 @ArjanVrieze Ik sta daar ook voor jullie, dat om te voorkomen dat jullie straks in een deelauto moeten rijden.","@Jordan_300000 @ArjanVrieze I am also there for you, to prevent you from having to drive a shared car later."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Joskeyam @happyBLGM @PatrickRutten4 @Koen_Kennis Ik beschrijf evolutie van stedelijke parkeernormen. Omdat in steden heel wat factoren gelijkaardig zijn of verlopen: (dalend) autobezit, dichtheid en nabijheid van functies, openbaar vervoer, opkomst van deelauto systemen…
Had je liever een referentie naar Zichem voor Antwerpen?","@Joskeyam @happyBLGM @PatrickRutten4 @Koen_Kennis I describe the evolution of urban parking standards. Because many factors are similar or are changing in cities: (decreasing) car ownership, density and proximity of functions, public transport, rise of car-sharing systems, etc.
Would you prefer a reference to Zichem for Antwerp?"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Kirs67 Die deelscooter ook 😅 heerlijk verhaal,@Kirs67 That shared scooter too 😅 great story
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"💡 We hebben groot onderzoek laten uitvoeren over de impact van autodelen. Ben je benieuwd naar de details? Ontdek je o.a. de nieuwe autovervangingsratio (car replacement factor) van één Greenwheels! https://t.co/jjOaZRzy6C

#greenwheels #deelvervoer #autodelen #onderzoek","💡 We have had major research conducted on the impact of car sharing. Are you curious about the details? Discover, among other things, the new car replacement factor of one Greenwheels! https://t.co/jjOaZRzy6C

#greenwheels #shared transport #carsharing #research"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Blij mee #Greenwheels! 😊 Toch lijkt het erop dat er ook locaties verdwijnen. Onderwijsboulevard 's-Hertogenbosch staat niet meer op jullie kaart. Klopt dat? Zo ja: is het een idee om vaste klanten/gebruikers in die omgeving/van die auto daarop te attenderen? #deelauto,Happy with #Greenwheels! 😊 Yet it seems that locations are also disappearing. Onderwijsboulevard 's-Hertogenbosch is no longer on your map. Is that right? If so: is it an idea to draw the attention of regular customers/users in that area/of that car to this? #sharecar
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Er is weer een maand voorbijgevlogen! We plaatsen weer een heleboel nieuwe deelauto's, verspreid door heel Nederland, maar vooral op @NS_online locaties op veler verzoek. 🚗📍Dit zijn ze: https://t.co/5VnYkBlhh2

#greenwheels #deelauto #autodelen #ns #treinstation #nieuwelocaties https://t.co/KZMpgVXX6R","Another month has flown by! We are placing a lot of new shared cars again, spread throughout the Netherlands, but especially at @NS_online locations by popular request. 🚗📍Here they are: https://t.co/5VnYkBlhh2

#greenwheels #sharecar #carsharing #ns #trainstation #newlocations https://t.co/KZMpgVXX6R"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Kirs67 @FritsTabak Wat een heerlijk verhaal. Mijn moeder stapt ook achterop de deelscooter bij mijn dochter. Vindt ze enig en mijn dochter ook . Ze hoopt altijd een vriendin tegen te komen hahaha, want ze voelt zich dan jong en cool","@Kirs67 @FritsTabak What a wonderful story. My mother also gets on the back of my daughter's shared scooter. She likes it and so does my daughter. She always hopes to meet a friend hahaha, because that makes her feel young and cool"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@omroepwest ach zoals te lezen staat in de ambitie Dreven  is de auto voor deze mensen een statussymbool  en de deelauto  of de hup  moeten de oplossing brengen . ook deel auto deel parkeerplek .  of we gaan allemaal op de step .,"@omroepwest oh well, as can be read in the Dreven ambition, the car is a status symbol for these people and the shared car or the hup must provide the solution. also share car share parking space. or we all go on scooters."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@omroepwest Jammer dat er geen deelauto's oid ter beschikking zijn...,@omroepwest It's a shame that there are no shared cars or similar available...
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Kirs67 Achterop de deelscooter 😂😍,@Kirs67 On the back of the shared scooter 😂😍
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Flick1_ @pietjep98638711 Eerst alles kapot door omslag naar Electrificatie. 

Daarna is er monopoly op energie en gaan de prijzen en de belastingen omhoog. Nog meer kapot.

Lockdowns volgen door overbelasting. Burgers worden in deelauto’s gedwongen. Nog meer kapot.

Electrificatie = BURGERDEGRADATIE","@Flick1_ @pietjep98638711 First everything was destroyed by the switch to Electrification.

After that there is a monopoly on energy and prices and taxes go up. Even more broken.

Lockdowns follow due to overload. Citizens are forced into shared cars. Even more broken.

Electrification = CITIZEN DEGRADATION"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Kirs67 Je verhaal pakte me al dat je moeder achter op de deelscooter ging. #topmoeder 👍,@Kirs67 I was already struck by your story that your mother rode on the back of the shared scooter. #topmother 👍
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@FritsTabak 84 jaar en dan achterop de deelscooter bij je studerende kleindochter!😂😂,@FritsTabak 84 years old and then on the back of the shared scooter with your studying granddaughter!😂😂
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Dit⬇️😂: mijn moeder (84) ging bij oudste kleindochter (23) eten in A’dam.Gezellig in het studentenhuis schoof ze aan.Ik zou haar vanavond in Zeist van het station halen. Mijn dochter appte: “heb oma op het station afgezet. Met de deelscooter😂”. Ondertussen realiseerde ik mij,This ⬇️😂: my mother (84) went to dinner with my eldest granddaughter (23) in A'dam. She sat down comfortably in the student house. I was going to pick her up from the station in Zeist tonight. My daughter texted: “I dropped grandma off at the station. With the shared scooter😂”. In the meantime I realized
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Ik kom er net achter door een bericht in ‘ge zijt van Antwerpen’ dat ik m’n step in een deelauto ben vergeten. Deze held komt ‘m morgen gewoon BRENGEN! Dikke bos bloemen en chocola voor hem ❤️ https://t.co/T4jPnjVshr,I just found out from a message in 'you are from Antwerp' that I forgot my scooter in a shared car. This hero will just bring it to you tomorrow! Big bunch of flowers and chocolate for him ❤️ https://t.co/T4jPnjVshr
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@todeze @FD_Nieuws Elektrische deelauto's kunnen door slim laden/V2G  ook deze functie vervullen, dan niet als thuisbatterij maar wel als buurtbatterij, bij een openbare laadpaal of op een hub/laadplein. https://t.co/nEdRPhMZG3","@todeze @FD_Nieuws Electric shared cars can also fulfill this function through smart charging/V2G, not as a home battery but as a neighborhood battery, at a public charging station or at a hub/charging plaza. https://t.co/nEdRPhMZG3"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@parkfelyx @ANWB Hoi, we adviseren je de overlast van deze deelscooter te melden via de website van de deelaanbieder. Dat kan via deze link: https://t.co/X0sqOGHKdS.","@parkfelyx @ANWB Hi, we advise you to report the nuisance caused by this shared scooter via the website of the sharing provider. You can do this via this link: https://t.co/X0sqOGHKdS."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@stijn_wille @LodeCossaer Daarom dat het goed is om op het openbaar domein de private bezetting stelselmatig te schrappen. Dan gaan alternatieven zoals geen auto, deelauto, woningen met private parkeerplaatsen, ... vanzelf op hun waarde komen.","@stijn_wille @LodeCossaer That is why it is good to systematically abolish private occupation in the public domain. Then alternatives such as no car, shared car, homes with private parking spaces, etc. will automatically become valuable."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@SOSdenhaag … waar veel raadsleden de mond vol van hebben. Die zijn nu aangewezen op de deelauto’s, wat ook onzekerheid met zich meebrengt . Dus hier bouwt Hof Wonen slechts voor een specifieke groep sociale huurders..","@SOSdenhaag ... which many councilors are talking about. They now have to rely on shared cars, which also brings uncertainty. So here Hof Wonen only builds for a specific group of social tenants.."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,In deze tijd van het jaar worden tarieven voor parkeervergunningen 2024 vastgesteld en bekend gemaakt. Een logisch moment om inwoners ook te informeren over de mogelijkheden om deelauto's te gebruiken in uw gemeente. https://t.co/7lqwAzsJPD,"At this time of year, rates for parking permits 2024 are determined and announced. A logical moment to also inform residents about the options for using shared cars in your municipality. https://t.co/7lqwAzsJPD"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@leidschdagblad In deze buurt staan ook volop deelauto's. Voor een deel van de huurders is dat mogelijk ook een prima optie en bespaart op de vaste autokosten zoals oa parkeervergunning.,"@leidschdagblad There are also plenty of shared cars in this neighborhood. For some tenants, this may also be an excellent option and saves on fixed car costs such as parking permits."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@meharmsen In Rijswijk toch al aanbod van deelauto's (en volop potentieel voor groei aanbod) https://t.co/it1iW7G4jo,@meharmsen There is already a supply of shared cars in Rijswijk (and plenty of potential for growth) https://t.co/it1iW7G4jo
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Greenwheels @NS_online Super handig, en hopelijk is een deelauto bij het station in kleinere gemeenten het begin van meer deelauto's ook verderop in de wijken.","@Greenwheels @NS_online Super handy, and hopefully a shared car at the station in smaller municipalities will be the start of more shared cars further in the neighborhoods."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Inloop spreekuur Toezicht &amp; Handhaving🤝

Op maandag 27 november staat er weer een spreekuur Toezicht &amp; Handhaving gepland in de Wijkhub.
Tijdens dit spreekuur zullen er handhavers aanwezig zijn in de Wijkhub voor antwoord op al je vragen

Zie: https://t.co/lnWsiylb5h

#Betrokken https://t.co/3Miv1aElFw","Walk-in consultation hours Supervision &amp; Enforcement🤝

There will be another consultation hour on Monday, November 27. Supervision &amp; Enforcement planned in the Neighborhood Hub.
During these consultation hours, enforcement officers will be present in the Neighborhood Hub to answer all your questions

See: https://t.co/lnWsiylb5h

#Engaged https://t.co/3Miv1aElFw"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@ANS_Online Het aantal deelauto's per 100.000 inwoners loopt in Nijmegen nog iets achter. Hoe meer aanbod, hoe groter de kans dat de deelauto op loopafstand beschikbaar is en daarmee voor steeds meer inwoners mogelijk een goed alternatief voor autobezit. https://t.co/e8tycrqr3k","@ANS_Online The number of shared cars per 100,000 inhabitants is still slightly behind in Nijmegen. The more supply, the greater the chance that the shared car will be available within walking distance and therefore potentially a good alternative to car ownership for more and more residents. https://t.co/e8tycrqr3k"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@suusonline Wat heeft die deelauto nou hiermee te maken,@suusonline What does that shared car have to do with this?
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Aantal deelauto’s groeit gestaag door! :-)
 
Het aantal deelauto’s in Nederland is dit jaar met 23 procent gestegen. Dat blijkt uit het onderzoek van CROW-KpVV (Kennis platform Verkeer en Vervoer), dat ieder jaar wordt uitgevoerd. 
#VerkeersNet","The number of shared cars is growing steadily! :-)
 
The number of shared cars in the Netherlands has increased by 23 percent this year. This is evident from the research by CROW-KpVV (Traffic and Transport Knowledge Platform), which is carried out every year.
#TrafficNet"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Zodadelijk met de deelauto naar een tuincentrum voor tuin(pot)planten. Heb alleen nog geen idee wat in deze tijd van het jaar geplant/gepot kan worden. Wil graag groen (bloem hoeft dus niet), winterhard en hoog. Iemand tips? #dtv https://t.co/odwsnwRbdc","Soon with the shared car to a garden center for garden (pot) plants. I just have no idea what can be planted/potted at this time of year. Would like green (flowers not necessary), winter-hardy and tall. Anyone have any tips? #dtv https://t.co/odwsnwRbdc"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"En dan straks natuurlijk ook nog een gezamenlijke keuken, wasruimte en deelfiets 😖","And then of course there will also be a communal kitchen, laundry room and shared bicycle 😖"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Gaia_Universe Damn, en dan zal er zo'n nieuwsgierige regelneef tussen zitten die in de gaten houdt of je t gras wel geregeld maait, en de vuilnisbak niet in t zicht staat...de gruwel...
Ik heb mn buren t liefst op gepaste afstand....minimaal 100 meter😅","@Gaia_Universe Damn, and then there will be one of those nosy bosses who keeps an eye on whether you mow the lawn regularly and whether the garbage can is out of sight... the horror...
I prefer to have my neighbors at an appropriate distance...at least 100 meters😅"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Conferentie Future of charging op 23 november met oa deelsessie 3.2 over laadinfra voor elektrische deelauto's https://t.co/hAcg8jUVYG,Future of charging conference on November 23 including sharing session 3.2 on charging infrastructure for electric shared cars https://t.co/hAcg8jUVYG
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"1 deelauto is geen deelauto. 
Ik moest best even slikken toen @wedrivesolar meldde dat de auto's overgingen naar @my_wheels. Maar deze kaart van Houten laat goed zien waar de winst zit. De eerste wds auto's zijn al toegevoegd. De keuze wordt alleen maar groter. https://t.co/pS9XXDwNFr","1 shared car is not a shared car.
I had to swallow hard when @wedrivesolar reported that the cars were being transferred to @my_wheels. But this map of Houten clearly shows where the profit lies. The first WDS cars have already been added. The choice is only increasing. https://t.co/pS9XXDwNFr"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@NS_online er staat een deelscooter  wit/paars op het middendeel van de trap spoor 1 Nijmegen Goffert. Deze zit er behoorlijk defect uit. Denk de trap af gereden. Scooter blokkeert de trap nu.,@NS_online there is a white/purple shared scooter on the middle part of the stairs track 1 Nijmegen Goffert. This one looks quite defective. Think drove down the stairs. Scooter is now blocking the stairs.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Leuk nieuwtje: het aantal deelauto's in Nederland is afgelopen jaar met 23% gestegen, van 6.442 in 2022 naar 7.920 deelauto's in 2023. 💪 Dat blijkt uit het jaarlijks onderzoek van CROW-KpVV. Benieuwd naar meer details? https://t.co/2Hqo0EW9Hn https://t.co/DncHIVMuSr","Nice news: the number of shared cars in the Netherlands increased by 23% last year, from 6,442 in 2022 to 7,920 shared cars in 2023. 💪 This is evident from the annual survey by CROW-KpVV. Curious about more details? https://t.co/2Hqo0EW9Hn https://t.co/DncHIVMuSr"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Leuk nieuwtje: het aantal deelauto's in Nederland is afgelopen jaar met 23% gestegen, van 6.442 in 2022 naar 7.920 deelauto's in 2023. 💪 Dat blijkt uit het jaarlijks onderzoek van CROW-KpVV. Benieuwd naar meer details? https://t.co/Hqagwti5wU https://t.co/qZ1FL5mUkD","Nice news: the number of shared cars in the Netherlands increased by 23% last year, from 6,442 in 2022 to 7,920 shared cars in 2023. 💪 This is evident from the annual survey by CROW-KpVV. Curious about more details? https://t.co/Hqagwti5wU https://t.co/qZ1FL5mUkD"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Zijn deelauto's alleen te vinden in de Randstad of grote steden? Greenwheels plaatste in oktober deelauto's bij in Rotterdam, Amsterdam, Leiden maar óók in Grou, Emmen, Valkenburg, Ommen, Harderwijk, Nijkerk, Wolvega, Wijchen, Gilze-Rijen etc https://t.co/bsdBJricEb @Klimaatweek_","Are shared cars only found in the Randstad or large cities? In October, Greenwheels installed shared cars in Rotterdam, Amsterdam, Leiden, but also in Grou, Emmen, Valkenburg, Ommen, Harderwijk, Nijkerk, Wolvega, Wijchen, Gilze-Rijen, etc. https://t.co/bsdBJricEb @Klimaatweek_"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Er is weer een maand voorbijgevlogen! We plaatsen weer een heleboel nieuwe deelauto's, verspreid door heel Nederland, maar vooral op @NS_online locaties op veler verzoek. 🚗📍Dit zijn ze: https://t.co/5VnYkBlhh2

#greenwheels #deelauto #autodelen #ns #treinstation #nieuwelocaties https://t.co/KZMpgVXX6R","Another month has flown by! We are placing a lot of new shared cars again, spread throughout the Netherlands, but especially at @NS_online locations by popular request. 🚗📍Here they are: https://t.co/5VnYkBlhh2

#greenwheels #sharecar #carsharing #ns #trainstation #newlocations https://t.co/KZMpgVXX6R"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@marcel_hassink Deelauto's hebben ook effect op voorgenomen (2e) autobezit. In veel gemeenten neemt het aantal volwassen inwoners toe, maar de beschikbare ruimte niet. Het stimuleren van autodelen is één van de manieren om groei mobiliteit in goede banen te leiden, naast stimuleren fiets en OV.","@marcel_hassink Shared cars also have an effect on intended (2nd) car ownership. In many municipalities the number of adult residents is increasing, but the available space is not. Encouraging car sharing is one of the ways to manage mobility growth, in addition to encouraging cycling and public transport."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,Deelmobiliteit: flexibele parkeermachtiging voor deelauto’s https://t.co/nk18n1itdK,Shared mobility: flexible parking authorization for shared cars https://t.co/nk18n1itdK
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@my_wheels graag weer een #deelauto in #warnsveld!! (Zutphen),@my_wheels would like to have another #shared car in #warnsveld!! (Zutphen)
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"🚗 🚲 Heb jij (tijdelijk) geen fiets of auto? Dan is deelvervoer misschien een mooie oplossing voor jou! Je betaalt dan alleen voor het gebruik van A naar B. Heb jij hier behoefte aan? Laat het weten en vul de vragenlijst van Zuid-Limburg Bereikbaar in!⤵️
https://t.co/g9VUAXEJ5S https://t.co/PtAE6azAQf","🚗 🚲 Do you (temporarily) not have a bicycle or car? Then shared transport might be a great solution for you! You then only pay for the use from A to B. Do you need this? Let us know and complete the Zuid-Limburg Bereikbaar questionnaire!⤵️
https://t.co/g9VUAXEJ5S https://t.co/PtAE6azAQf"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@marcel_hassink @Autodelen_info Denk niet dat die 8,8 miljoen auto's allemaal gebruikt worden voor werk. Zo eerlijk moeten we ook zijn. Niemand beweert dat er geen prive-auto's meer zullen zijn. Maar de deelauto vervult wel zeker een behoefte.",@marcel_hassink @Autodelen_info Don't think that those 8.8 million cars are all used for work. We must be that honest. No one is saying that there will be no more private cars. But the shared car certainly fulfills a need.
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@marcel_hassink Een flink deel van auto's in prive bezit is niet dagelijks in gebruik.  Met ca 40% van de auto's wordt jaarlijks minder dan 10.000km gereden. Deelauto's zijn idd geen passende keuze voor mensen die (vrijwel) dagelijks afhankelijk zijn van autogebruik.,"@marcel_hassink A large proportion of privately owned cars are not in daily use. Approximately 40% of cars are driven less than 10,000 km annually. Car sharing is indeed not a suitable choice for people who depend on car use (almost) every day."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Autodelen_info Er zijn 7.920 deel auto’s. Die zouden ongeveer 40.000 kunnen vervangen is de aanname. Er zijn dan nog 8.860.000 auto’s in privé bezit. Veelal tegelijkertijd in gebruik, namelijk onderweg naar werk. Voor die behoefte is een deelauto geen oplossing. Daar moeten we eerlijk in zijn.","@Autodelen_info There are 7,920 shared cars. The assumption is that they could replace about 40,000. There are still 8,860,000 cars in private ownership. Often in use at the same time, namely on the way to work. A shared car is not a solution for that need. We have to be honest about that."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"Aan alle burgers van Nijmegen: van harte gefeliciteerd. Het is alweer ruim een jaar geleden dat de omstreden deelscooters hun intrede maakten in onze stad. Een jubileum om bij stil te staan, want wat draagt deelvervoer nou eigenlijk bij aan de stad? https://t.co/674HaWIZHd","To all citizens of Nijmegen: congratulations. It has been more than a year since the controversial shared scooters made their debut in our city. An anniversary to remember, because what does shared transport actually contribute to the city? https://t.co/674HaWIZHd"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,@Evrijders @UTwente Dat is voor gebruikers van elektrische deelauto's heel eenvoudig (-:,@Evrijders @UTwente That is very simple for users of electric shared cars (-:
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"💡📝Binnenkort publiceren we de eerste resultaten van het Greenwheels-gebruikersonderzoek wat onderzoeksbureau Goudappel voor ons heeft uitgevoerd. A.s. woensdag de eerste opvallende uitkomsten ⏰!

#greenwheels #gebruikersonderzoek #autodelen #deelmobiliteit #gemeente #deelauto https://t.co/vX7D8s6SNs","💡📝We will soon publish the first results of the Greenwheels user survey that research agency Goudappel conducted for us. Ash. the first striking results on Wednesday ⏰!

#greenwheels #user research #carsharing #sharemobility #municipality #sharecar https://t.co/vX7D8s6SNs"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@marcel_hassink Deelvervoer groeit jaar na jaar, ook buiten de grootste steden, ook in provincie Gelderland. Afgelopen jaar is het aantal deelauto's met 23% gegroeid. https://t.co/i3WOtTUPDg","@marcel_hassink Shared transport is growing year after year, even outside the largest cities, including in the province of Gelderland. Last year, the number of shared cars grew by 23%. https://t.co/i3WOtTUPDg"
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@ytekedejong @PieterOmtzigt @Schiphol @KLM Ik beluister alleen maar minder (vaak)vliegen. Vliegen duurder maken. minder autos, deelauto s geen autos. 15 minuten steden en zo zullen er nog wel wat meer beperkingen komen verdiep u eens in de plannen van dit onzalige kabinet en de uitrol plannen van het WEF.","@ytekedejong @PieterOmtzigt @Schiphol @KLM I just listen to flying less (often). Making flying more expensive. fewer cars, shared cars, no cars. 15 minutes cities and there will be some more restrictions. Take a closer look at the plans of this miserable cabinet and the rollout plans of the WEF."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,"@Gemeente_Zwolle hoi, waarom is het deelvervoer in de breecamp zo slecht geregeld. Er zijn 0 deelauto's in de buurt waar ik gebruik van maken. Waar dat er eerst 2 waren..","@Municipality_Zwolle hi, why is shared transport in the breecamp so poorly organised. There are 0 shared cars in the area that I use. Where there used to be 2..."
buurthub OR deelvervoer OR deelauto OR deelfiets OR deelscooter OR mobiliteitshub OR wijkhub OR stadshub OR stadsrandhub OR transferhub since:2018-01-01 until:2023-11-30,".@actiefmedia neemt kijkje bij deelnemers deelauto-initiatief @frieslandlease @Energie_VanOns 

https://t.co/rBV92okNOd",".@actiefmedia takes a look at participants in the car sharing initiative @frieslandlease @Energie_VanOns

https://t.co/rBV92okNOd"
